l0 density mean,l0 density std,l1 density mean,l1 density std,min signal,plane,class
0.0721689453125,0.06577939084183215,1.0159416198730469,1.3750266777603748,100,U,fake
0.15882904052734376,0.1118952620478735,1.1884089660644532,1.3818185006123975,100,U,real
0.05459103393554687,0.046219490698536696,0.9193507080078125,1.1144578481165641,100,V,fake
0.0881455078125,0.04521269446132433,1.1033170776367187,1.3843699657239668,100,V,real
0.20530740356445312,0.2166834615496716,1.6489727783203125,1.7426116545296526,100,W,fake
0.2531253356933594,0.23058127212959567,1.755655517578125,1.892279478527623,100,W,real
0.07256341552734374,0.06404682351090009,1.0052603149414063,1.2225171107384072,150,U,fake
0.15870254516601562,0.11206455091651667,1.1927711486816406,1.3436452193759014,150,U,real
0.056566741943359374,0.046245237568222936,0.9750211791992187,1.2419845783702348,150,V,fake
0.09196505737304687,0.0456853955665476,1.1553339233398439,1.5309726097868672,150,V,real
0.21615234375,0.21975452219464509,1.7080072326660156,1.8204491779754555,150,W,fake
0.2520573425292969,0.2202911257860858,1.7818620910644531,1.7552491501572811,150,W,real
0.0734952392578125,0.06177528482461232,0.999134521484375,1.159771082225164,200,U,fake
0.15601571655273438,0.10257442038804832,1.1699168090820313,1.2753725335565251,200,U,real
0.05736590576171875,0.04522361011430917,1.0061207885742187,1.338346114273494,200,V,fake
0.09370077514648438,0.04636491880322277,1.1917960815429687,1.5376262556108697,200,V,real
0.2266329345703125,0.2282843984256039,1.832023193359375,1.8828696005949883,200,W,fake
0.26782745361328125,0.2364546356541534,1.8377665710449218,1.8906329495896887,200,W,real
0.07661920166015625,0.06445659176551036,1.0698648986816406,1.2692829195621795,250,U,fake
0.16272738647460938,0.10862950586328722,1.247717529296875,1.48581338956799,250,U,real
0.060369354248046875,0.04786318367034843,1.0555460205078124,1.251091818058532,250,V,fake
0.09174301147460938,0.04127794093588134,1.1072758178710937,1.3445666438954467,250,V,real
0.21427398681640625,0.2151561029352358,1.74696533203125,1.6791174171645835,250,W,fake
0.26588671875,0.2312863267976475,1.828286865234375,1.7917903849958943,250,W,real
0.0775677490234375,0.06375134573492773,1.065064697265625,1.2645791416314351,300,U,fake
0.1652840576171875,0.10681395853153032,1.308357666015625,1.5814536493556703,300,U,real
0.060841522216796874,0.04697357154497423,1.0577268371582031,1.3511162871810982,300,V,fake
0.09648590087890625,0.042345312492827566,1.194450927734375,1.3446864545417407,300,V,real
0.2282911376953125,0.2215944547887998,1.7922197875976562,1.812218817283607,300,W,fake
0.26779034423828124,0.23353762231685996,1.8532491760253906,1.909756396332335,300,W,real
0.07886569213867188,0.061398165742564716,1.1042561950683594,1.2860658561350014,350,U,fake
0.16626034545898438,0.10869626543347162,1.3155174255371094,1.5451431195452021,350,U,real
0.0630560302734375,0.047442716298633184,1.1008554077148438,1.3783846209072488,350,V,fake
0.09732650756835938,0.0399996865571767,1.1859979553222657,1.3881927948802892,350,V,real
0.22884002685546875,0.2190895469702546,1.7889351196289063,1.7833974822007277,350,W,fake
0.2708468933105469,0.22871305731829972,1.8098200073242188,1.7636687015611698,350,W,real
0.07983993530273438,0.06384839135029756,1.1385178833007812,1.402554775325277,400,U,fake
0.17062457275390625,0.11426722548986447,1.34519384765625,1.5193582577331874,400,U,real
0.06500509643554687,0.04644614635456844,1.1277149963378905,1.226837875671701,400,V,fake
0.09823193359375,0.04042049218032536,1.262783172607422,1.485983730545745,400,V,real
0.2224805908203125,0.20988805918680012,1.811379364013672,1.7353953290770652,400,W,fake
0.2781387939453125,0.22898782991783712,1.9202268981933595,1.8309861178279925,400,W,real
0.08282400512695312,0.06408288273855332,1.1635668640136718,1.257062454423101,450,U,fake
0.17400225830078125,0.11139952616674001,1.3954881896972657,1.4426737202405178,450,U,real
0.06743603515625,0.04834552351294668,1.1867507019042969,1.3693726066482528,450,V,fake
0.10209561157226563,0.04271543239769334,1.3450856323242188,1.4530758332132332,450,V,real
0.23387957763671874,0.21827630572445625,1.919951171875,2.214348066177051,450,W,fake
0.2777740478515625,0.2277400812220738,1.9020391540527344,1.8921952154030048,450,W,real
0.0836639404296875,0.06439512586562762,1.1762687072753906,1.287192257182925,500,U,fake
0.17696826171875,0.12032515132058179,1.4582219543457031,1.6415451118657287,500,U,real
0.0697601318359375,0.048053101459128944,1.2484302673339844,1.3411145362898067,500,V,fake
0.10524212646484375,0.044100102451279544,1.4575282592773438,1.569129866824549,500,V,real
0.23917776489257814,0.22263612934799057,1.8438236389160156,1.7235417107111763,500,W,fake
0.2736204833984375,0.22554689815280127,1.9016388244628906,1.7507384692769299,500,W,real
0.06796148681640625,0.06262985721069034,0.9513387756347657,1.2688865456291876,50,U,fake
0.15276370239257814,0.11117584814240505,1.1757986450195312,1.4683397869594346,50,U,real
0.0532535400390625,0.04609207411921439,0.880056396484375,1.0942266391014068,50,V,fake
0.08877151489257812,0.04835921143501272,1.1046282958984375,1.533635658705226,50,V,real
0.2126285705566406,0.21811516617538135,1.6876423645019532,1.778935085532559,50,W,fake
0.24382632446289063,0.22879627416218995,1.6851383056640625,1.9130444616122901,50,W,real
